"","FC=0;CR=0","FC=0;CR=0.1","FC=0;CR=0.2","FC=0;CR=0.3","FC=0;CR=0.4","FC=0.4;CR=0","FC=0.4;CR=0.1","FC=0.4;CR=0.2","FC=0.4;CR=0.3","FC=0.4;CR=0.4","FC=0.8;CR=0","FC=0.8;CR=0.1","FC=0.8;CR=0.2","FC=0.8;CR=0.3","FC=0.8;CR=0.4"
"cfi.cor.exp_str1",0.966525444424508,0.926976846814162,0.905788388707561,0.836803822602315,0.7362209904992,0.964449110574939,0.921842333737418,0.904467134940131,0.827413437148374,0.73787657971304,0.966667102880066,0.937202240724661,0.910940103581217,0.824945641434308,0.742710863085335
"cfi.cor.obs_unstr1",0.995811450855186,0.985750412381328,0.946186209040864,0.875601925080063,0.780322617007469,0.996118026658261,0.985905905840875,0.946913006066429,0.877560654709893,0.780161685457763,0.996748637279006,0.986647735894551,0.950664921693949,0.883893117971877,0.776337986413242
"cfi.fiml2",0.998673628,0.991302325,0.964505112,0.913554663,0.835255776,0.998758713,0.991587148,0.965201661,0.915188982,0.836103123,0.998807605,0.992210567,0.967988271,0.92010062,0.836679133
"cfi.uncor.fimlc2",0.991878134885249,0.97931581592531,0.940438651227213,0.870093344904905,0.773682879712311,0.992243312226221,0.979851999786997,0.941242734225018,0.871848950537685,0.773531237677838,0.992901244078632,0.981354534234039,0.94527618433607,0.877468810124605,0.770032949009828
"cfi.cor.obs.nonn_str2",0.998224714962462,0.98712385526911,0.947884374254624,0.87648100702126,0.778753740915885,0.998396570429919,0.987580773307739,0.948804918824449,0.878639043063274,0.779647855522618,0.998490089016345,0.988670957783121,0.953091349215447,0.885432926812275,0.778390269188256
"cfi.cor.exp.nonn_str2",0.998167547970003,0.986572168173923,0.946588077298424,0.876479144034377,0.77518473395798,0.998285637129164,0.986771130685888,0.946635433367128,0.876791465396717,0.773286238095922,0.998261888586358,0.987223505399465,0.948551169786257,0.877908368221891,0.770237223775054
"cfi.cor.obs.nonn_unstr2",0.998163680544442,0.986605857510297,0.94686609273912,0.875342929228376,0.777416200600795,0.998301379501315,0.986977814524186,0.947545419119281,0.87703593193224,0.777217874007207,0.998354983988083,0.987849703446614,0.951120358018034,0.88229104368481,0.773480130820423
"cfi.cor.obs_str2",0.998171005546625,0.985659814579092,0.946017938235783,0.875670830337258,0.77739993122025,0.998309078560003,0.986993585492171,0.947646563615518,0.877072229761451,0.777606482628878,0.99837147890118,0.98787597577281,0.951185281130412,0.882523174359752,0.773591255486965
"cfi.cor.exp_str2",0.970029291369982,0.9355223937158,0.906943390466734,0.845264531028757,0.751663774453664,0.97562556612403,0.935919280918126,0.91620375842812,0.838117389481306,0.753252508050555,0.968666027101484,0.938060598975145,0.92752560186875,0.845803953161038,0.746725944834109
"cfi.cor.obs_unstr2",0.998191967796734,0.986677578281265,0.946924690203459,0.875391678528374,0.77745174960699,0.998333854509553,0.98703974014831,0.947613694035903,0.87708142698758,0.777250363794271,0.998388090579102,0.987904518725301,0.951173975934311,0.882340336683444,0.773516314619215
