"rmsea","cfi","version","fac.corr","cor.resi","mech","place","per.miss","num.var.miss","num.cor","samp"
-0.000558,-0.000141,"FIML-C V6",0,2,0,"SF",0,"2",1,500
-0.000558,-0.000141,"TS V0",0,2,0,"SF",0,"2",1,500
-0.001607,0.000318,"TS V1",0,2,0,"SF",0,"2",1,500
-0.000559,-0.000141,"TS V2",0,2,0,"SF",0,"2",1,500
-0.000769,0.000485,"FIML",0,3,0,"SF",0,"2",1,500
-0.000769,0.000485,"FIML-C V0",0,3,0,"SF",0,"2",1,500
-0.002032,0.001124,"FIML-C V1",0,3,0,"SF",0,"2",1,500
-0.001575,-0.001287,"FIML-C V2",0,3,0,"SF",0,"2",1,500
-0.000706,0.000399,"FIML-C V3",0,3,0,"SF",0,"2",1,500
-0.000769,0.000485,"FIML-C V4",0,3,0,"SF",0,"2",1,500
-0.00368,-0.05568,"FIML-C V5",0,3,0,"SF",0,"2",1,500
-0.000769,0.000485,"FIML-C V6",0,3,0,"SF",0,"2",1,500
-0.000769,0.000485,"TS V0",0,3,0,"SF",0,"2",1,500
-0.002099,0.001212,"TS V1",0,3,0,"SF",0,"2",1,500
-0.000766,0.000482,"TS V2",0,3,0,"SF",0,"2",1,500
-0.000676,0.000524,"FIML",0,4,0,"SF",0,"2",1,500
-0.000676,0.000524,"FIML-C V0",0,4,0,"SF",0,"2",1,500
-0.001907,0.001005,"FIML-C V1",0,4,0,"SF",0,"2",1,500
-0.001664,-0.001776,"FIML-C V2",0,4,0,"SF",0,"2",1,500
-0.000629,0.000452,"FIML-C V3",0,4,0,"SF",0,"2",1,500
-0.000676,0.000524,"FIML-C V4",0,4,0,"SF",0,"2",1,500
-0.004382,-0.05378,"FIML-C V5",0,4,0,"SF",0,"2",1,500
-0.000676,0.000524,"FIML-C V6",0,4,0,"SF",0,"2",1,500
-0.000676,0.000524,"TS V0",0,4,0,"SF",0,"2",1,500
-0.00196,0.001081,"TS V1",0,4,0,"SF",0,"2",1,500
-0.000676,0.000524,"TS V2",0,4,0,"SF",0,"2",1,500
0.008164,-0.001998,"FIML",1,0,0,"SF",0,"2",1,500
0.008164,-0.001998,"FIML-C V0",1,0,0,"SF",0,"2",1,500
0.007452,-0.001828,"FIML-C V1",1,0,0,"SF",0,"2",1,500
0.007659,-0.002022,"FIML-C V2",1,0,0,"SF",0,"2",1,500
0.008289,-0.002039,"FIML-C V3",1,0,0,"SF",0,"2",1,500
0.008164,-0.001998,"FIML-C V4",1,0,0,"SF",0,"2",1,500
0.005706,-0.031496,"FIML-C V5",1,0,0,"SF",0,"2",1,500
0.008164,-0.001998,"FIML-C V6",1,0,0,"SF",0,"2",1,500
0.008164,-0.001998,"TS V0",1,0,0,"SF",0,"2",1,500
0.007303,-0.001784,"TS V1",1,0,0,"SF",0,"2",1,500
0.008126,-0.001993,"TS V2",1,0,0,"SF",0,"2",1,500
-0.002874,-0.00018,"FIML",1,1,0,"SF",0,"2",1,500
-0.002874,-0.00018,"FIML-C V0",1,1,0,"SF",0,"2",1,500
-0.003865,0.000136,"FIML-C V1",1,1,0,"SF",0,"2",1,500
-0.003511,-0.000423,"FIML-C V2",1,1,0,"SF",0,"2",1,500
-0.002674,-0.000266,"FIML-C V3",1,1,0,"SF",0,"2",1,500
-0.002874,-0.00018,"FIML-C V4",1,1,0,"SF",0,"2",1,500
-0.006346,-0.053304,"FIML-C V5",1,1,0,"SF",0,"2",1,500
-0.002874,-0.00018,"FIML-C V6",1,1,0,"SF",0,"2",1,500
-0.002874,-0.00018,"TS V0",1,1,0,"SF",0,"2",1,500
-0.004055,0.000216,"TS V1",1,1,0,"SF",0,"2",1,500
-0.002865,-0.000187,"TS V2",1,1,0,"SF",0,"2",1,500
-0.000731,3.6e-05,"FIML",1,2,0,"SF",0,"2",1,500
-0.000731,3.6e-05,"FIML-C V0",1,2,0,"SF",0,"2",1,500
-0.001696,0.000538,"FIML-C V1",1,2,0,"SF",0,"2",1,500
-0.00142,-0.001327,"FIML-C V2",1,2,0,"SF",0,"2",1,500
-0.000645,-4.6e-05,"FIML-C V3",1,2,0,"SF",0,"2",1,500
-0.000731,3.6e-05,"FIML-C V4",1,2,0,"SF",0,"2",1,500
-0.003517,-0.059229,"FIML-C V5",1,2,0,"SF",0,"2",1,500
-0.000731,3.6e-05,"FIML-C V6",1,2,0,"SF",0,"2",1,500
-0.000731,3.6e-05,"TS V0",1,2,0,"SF",0,"2",1,500
-0.001797,0.000631,"TS V1",1,2,0,"SF",0,"2",1,500
-0.000739,4.3e-05,"TS V2",1,2,0,"SF",0,"2",1,500
-0.000538,5.7e-05,"FIML",1,3,0,"SF",0,"2",1,500
-0.000538,5.7e-05,"FIML-C V0",1,3,0,"SF",0,"2",1,500
-0.00175,0.000873,"FIML-C V1",1,3,0,"SF",0,"2",1,500
-0.001504,-0.002974,"FIML-C V2",1,3,0,"SF",0,"2",1,500
-0.000486,-1.5e-05,"FIML-C V3",1,3,0,"SF",0,"2",1,500
-0.000538,5.7e-05,"FIML-C V4",1,3,0,"SF",0,"2",1,500
-0.00352,-0.047539,"FIML-C V5",1,3,0,"SF",0,"2",1,500
-0.000538,5.7e-05,"FIML-C V6",1,3,0,"SF",0,"2",1,500
-0.000538,5.7e-05,"TS V0",1,3,0,"SF",0,"2",1,500
-0.001815,0.000959,"TS V1",1,3,0,"SF",0,"2",1,500
-0.000545,6.6e-05,"TS V2",1,3,0,"SF",0,"2",1,500
-0.000396,0.000245,"FIML",1,4,0,"SF",0,"2",1,500
-0.000396,0.000245,"FIML-C V0",1,4,0,"SF",0,"2",1,500
-0.001522,0.000881,"FIML-C V1",1,4,0,"SF",0,"2",1,500
-0.001587,-0.003892,"FIML-C V2",1,4,0,"SF",0,"2",1,500
-0.00035,0.000173,"FIML-C V3",1,4,0,"SF",0,"2",1,500
-0.000396,0.000245,"FIML-C V4",1,4,0,"SF",0,"2",1,500
-0.004118,-0.047489,"FIML-C V5",1,4,0,"SF",0,"2",1,500
-0.000396,0.000245,"FIML-C V6",1,4,0,"SF",0,"2",1,500
-0.000396,0.000245,"TS V0",1,4,0,"SF",0,"2",1,500
-0.001572,0.000955,"TS V1",1,4,0,"SF",0,"2",1,500
-0.000395,0.000243,"TS V2",1,4,0,"SF",0,"2",1,500
0.008512,-0.001857,"FIML",2,0,0,"SF",0,"2",1,500
0.008512,-0.001857,"FIML-C V0",2,0,0,"SF",0,"2",1,500
0.00751,-0.001604,"FIML-C V1",2,0,0,"SF",0,"2",1,500
0.008098,-0.002085,"FIML-C V2",2,0,0,"SF",0,"2",1,500
0.008724,-0.001907,"FIML-C V3",2,0,0,"SF",0,"2",1,500
0.008512,-0.001857,"FIML-C V4",2,0,0,"SF",0,"2",1,500
0.005889,-0.031824,"FIML-C V5",2,0,0,"SF",0,"2",1,500
0.008512,-0.001857,"FIML-C V6",2,0,0,"SF",0,"2",1,500
0.008512,-0.001857,"TS V0",2,0,0,"SF",0,"2",1,500
0.007345,-0.001564,"TS V1",2,0,0,"SF",0,"2",1,500
0.008541,-0.001862,"TS V2",2,0,0,"SF",0,"2",1,500
-0.002542,-0.000156,"FIML",2,1,0,"SF",0,"2",1,500
-0.002542,-0.000156,"FIML-C V0",2,1,0,"SF",0,"2",1,500
-0.003791,0.000365,"FIML-C V1",2,1,0,"SF",0,"2",1,500
-0.003094,-0.000974,"FIML-C V2",2,1,0,"SF",0,"2",1,500
-0.002356,-0.000235,"FIML-C V3",2,1,0,"SF",0,"2",1,500
-0.002542,-0.000156,"FIML-C V4",2,1,0,"SF",0,"2",1,500
-0.005983,-0.058354,"FIML-C V5",2,1,0,"SF",0,"2",1,500
-0.002542,-0.000156,"FIML-C V6",2,1,0,"SF",0,"2",1,500
-0.002542,-0.000156,"TS V0",2,1,0,"SF",0,"2",1,500
-0.003995,0.000439,"TS V1",2,1,0,"SF",0,"2",1,500
-0.002552,-0.00016,"TS V2",2,1,0,"SF",0,"2",1,500
-0.00076,3e-05,"FIML",2,2,0,"SF",0,"2",1,500
-0.00076,3e-05,"FIML-C V0",2,2,0,"SF",0,"2",1,500
-0.001761,0.001025,"FIML-C V1",2,2,0,"SF",0,"2",1,500
-0.001427,-0.003532,"FIML-C V2",2,2,0,"SF",0,"2",1,500
-0.000669,-5.6e-05,"FIML-C V3",2,2,0,"SF",0,"2",1,500
-0.00076,3e-05,"FIML-C V4",2,2,0,"SF",0,"2",1,500
-0.003629,-0.053801,"FIML-C V5",2,2,0,"SF",0,"2",1,500
-0.00076,3e-05,"FIML-C V6",2,2,0,"SF",0,"2",1,500
-0.00076,3e-05,"TS V0",2,2,0,"SF",0,"2",1,500
-0.001855,0.00111,"TS V1",2,2,0,"SF",0,"2",1,500
-0.000757,2.5e-05,"TS V2",2,2,0,"SF",0,"2",1,500
-0.00081,0.00051,"FIML",2,3,0,"SF",0,"2",1,500
-0.00081,0.00051,"FIML-C V0",2,3,0,"SF",0,"2",1,500
-0.001838,0.002129,"FIML-C V1",2,3,0,"SF",0,"2",1,500
-0.002231,-0.00686,"FIML-C V2",2,3,0,"SF",0,"2",1,500
-0.000766,0.000449,"FIML-C V3",2,3,0,"SF",0,"2",1,500
-0.00081,0.00051,"FIML-C V4",2,3,0,"SF",0,"2",1,500
-0.004621,-0.047374,"FIML-C V5",2,3,0,"SF",0,"2",1,500
-0.00081,0.00051,"FIML-C V6",2,3,0,"SF",0,"2",1,500
-0.00081,0.00051,"TS V0",2,3,0,"SF",0,"2",1,500
-0.001897,0.00221,"TS V1",2,3,0,"SF",0,"2",1,500
-0.000819,0.000523,"TS V2",2,3,0,"SF",0,"2",1,500
-0.000772,0.000692,"FIML",2,4,0,"SF",0,"2",1,500
-0.000772,0.000692,"FIML-C V0",2,4,0,"SF",0,"2",1,500
-0.001972,0.003147,"FIML-C V1",2,4,0,"SF",0,"2",1,500
-0.002573,-0.011278,"FIML-C V2",2,4,0,"SF",0,"2",1,500
-0.000737,0.000635,"FIML-C V3",2,4,0,"SF",0,"2",1,500
-0.000772,0.000692,"FIML-C V4",2,4,0,"SF",0,"2",1,500
-0.004853,-0.047123,"FIML-C V5",2,4,0,"SF",0,"2",1,500
-0.000772,0.000692,"FIML-C V6",2,4,0,"SF",0,"2",1,500
-0.000772,0.000692,"TS V0",2,4,0,"SF",0,"2",1,500
-0.002015,0.00322,"TS V1",2,4,0,"SF",0,"2",1,500
-0.000776,0.000698,"TS V2",2,4,0,"SF",0,"2",1,500
0.005509,-0.000948,"FIML",0,0,0,"SF",0,"2",1,1000
0.005509,-0.000948,"FIML-C V0",0,0,0,"SF",0,"2",1,1000
0.005288,-0.000918,"FIML-C V1",0,0,0,"SF",0,"2",1,1000
0.005322,-0.00094,"FIML-C V2",0,0,0,"SF",0,"2",1,1000
0.005571,-0.000963,"FIML-C V3",0,0,0,"SF",0,"2",1,1000
0.005509,-0.000948,"FIML-C V4",0,0,0,"SF",0,"2",1,1000
0.004578,-0.018904,"FIML-C V5",0,0,0,"SF",0,"2",1,1000
0.005509,-0.000948,"FIML-C V6",0,0,0,"SF",0,"2",1,1000
0.005509,-0.000948,"TS V0",0,0,0,"SF",0,"2",1,1000
0.005228,-0.000906,"TS V1",0,0,0,"SF",0,"2",1,1000
0.005513,-0.000951,"TS V2",0,0,0,"SF",0,"2",1,1000
-0.001559,9.9e-05,"FIML",0,1,0,"SF",0,"2",1,1000
-0.001559,9.9e-05,"FIML-C V0",0,1,0,"SF",0,"2",1,1000
-0.001893,0.000179,"FIML-C V1",0,1,0,"SF",0,"2",1,1000
-0.001781,3.3e-05,"FIML-C V2",0,1,0,"SF",0,"2",1,1000
-0.00151,7.7e-05,"FIML-C V3",0,1,0,"SF",0,"2",1,1000
-0.001559,9.9e-05,"FIML-C V4",0,1,0,"SF",0,"2",1,1000
-0.002607,-0.049272,"FIML-C V5",0,1,0,"SF",0,"2",1,1000
-0.001559,9.9e-05,"FIML-C V6",0,1,0,"SF",0,"2",1,1000
-0.001559,9.9e-05,"TS V0",0,1,0,"SF",0,"2",1,1000
-0.001948,0.000202,"TS V1",0,1,0,"SF",0,"2",1,1000
-0.001564,1e-04,"TS V2",0,1,0,"SF",0,"2",1,1000
-0.000724,0.000426,"FIML",0,2,0,"SF",0,"2",1,1000
-0.000724,0.000426,"FIML-C V0",0,2,0,"SF",0,"2",1,1000
-0.00112,0.000536,"FIML-C V1",0,2,0,"SF",0,"2",1,1000
-0.000979,1.1e-05,"FIML-C V2",0,2,0,"SF",0,"2",1,1000
-7e-04,0.000403,"FIML-C V3",0,2,0,"SF",0,"2",1,1000
-0.000724,0.000426,"FIML-C V4",0,2,0,"SF",0,"2",1,1000
