"rmsea","cfi","version","fac.corr","cor.resi","mech","place","per.miss","num.var.miss","num.cor","samp"
0.011876,0.005364,"FIML-C V3",0,1,0,"SF",0,"2",1,500
0.011938,0.00533,"FIML-C V4",0,1,0,"SF",0,"2",1,500
0.012856,0.225339,"FIML-C V5",0,1,0,"SF",0,"2",1,500
0.011938,0.00533,"FIML-C V6",0,1,0,"SF",0,"2",1,500
0.011938,0.00533,"TS V0",0,1,0,"SF",0,"2",1,500
0.012173,0.005254,"TS V1",0,1,0,"SF",0,"2",1,500
0.011935,0.005337,"TS V2",0,1,0,"SF",0,"2",1,500
0.008037,0.008006,"FIML",0,2,0,"SF",0,"2",1,500
0.008037,0.008006,"FIML-C V0",0,2,0,"SF",0,"2",1,500
0.008153,0.008034,"FIML-C V1",0,2,0,"SF",0,"2",1,500
0.008066,0.008358,"FIML-C V2",0,2,0,"SF",0,"2",1,500
0.008014,0.008011,"FIML-C V3",0,2,0,"SF",0,"2",1,500
0.008037,0.008006,"FIML-C V4",0,2,0,"SF",0,"2",1,500
0.008711,0.243194,"FIML-C V5",0,2,0,"SF",0,"2",1,500
0.008037,0.008006,"FIML-C V6",0,2,0,"SF",0,"2",1,500
0.008037,0.008006,"TS V0",0,2,0,"SF",0,"2",1,500
0.008194,0.008038,"TS V1",0,2,0,"SF",0,"2",1,500
0.008039,0.008009,"TS V2",0,2,0,"SF",0,"2",1,500
0.00757,0.011196,"FIML",0,3,0,"SF",0,"2",1,500
0.00757,0.011196,"FIML-C V0",0,3,0,"SF",0,"2",1,500
0.007726,0.011204,"FIML-C V1",0,3,0,"SF",0,"2",1,500
0.007585,0.011577,"FIML-C V2",0,3,0,"SF",0,"2",1,500
0.007557,0.011188,"FIML-C V3",0,3,0,"SF",0,"2",1,500
0.00757,0.011196,"FIML-C V4",0,3,0,"SF",0,"2",1,500
0.008202,0.231178,"FIML-C V5",0,3,0,"SF",0,"2",1,500
0.00757,0.011196,"FIML-C V6",0,3,0,"SF",0,"2",1,500
0.00757,0.011196,"TS V0",0,3,0,"SF",0,"2",1,500
0.00775,0.011214,"TS V1",0,3,0,"SF",0,"2",1,500
0.00757,0.011192,"TS V2",0,3,0,"SF",0,"2",1,500
0.007308,0.012203,"FIML",0,4,0,"SF",0,"2",1,500
0.007308,0.012203,"FIML-C V0",0,4,0,"SF",0,"2",1,500
0.007466,0.012229,"FIML-C V1",0,4,0,"SF",0,"2",1,500
0.007345,0.012564,"FIML-C V2",0,4,0,"SF",0,"2",1,500
0.007304,0.012204,"FIML-C V3",0,4,0,"SF",0,"2",1,500
0.007308,0.012203,"FIML-C V4",0,4,0,"SF",0,"2",1,500
0.008183,0.229697,"FIML-C V5",0,4,0,"SF",0,"2",1,500
0.007308,0.012203,"FIML-C V6",0,4,0,"SF",0,"2",1,500
0.007308,0.012203,"TS V0",0,4,0,"SF",0,"2",1,500
0.007484,0.012236,"TS V1",0,4,0,"SF",0,"2",1,500
0.007313,0.012207,"TS V2",0,4,0,"SF",0,"2",1,500
0.012862,0.003672,"FIML",1,0,0,"SF",0,"2",1,500
0.012862,0.003672,"FIML-C V0",1,0,0,"SF",0,"2",1,500
0.012167,0.003488,"FIML-C V1",1,0,0,"SF",0,"2",1,500
0.012367,0.003809,"FIML-C V2",1,0,0,"SF",0,"2",1,500
0.012993,0.003722,"FIML-C V3",1,0,0,"SF",0,"2",1,500
0.012862,0.003672,"FIML-C V4",1,0,0,"SF",0,"2",1,500
0.010293,0.173388,"FIML-C V5",1,0,0,"SF",0,"2",1,500
0.012862,0.003672,"FIML-C V6",1,0,0,"SF",0,"2",1,500
0.012862,0.003672,"TS V0",1,0,0,"SF",0,"2",1,500
0.012018,0.003436,"TS V1",1,0,0,"SF",0,"2",1,500
0.012845,0.00367,"TS V2",1,0,0,"SF",0,"2",1,500
0.01186,0.00501,"FIML",1,1,0,"SF",0,"2",1,500
0.01186,0.00501,"FIML-C V0",1,1,0,"SF",0,"2",1,500
0.012146,0.004949,"FIML-C V1",1,1,0,"SF",0,"2",1,500
0.012036,0.005364,"FIML-C V2",1,1,0,"SF",0,"2",1,500
0.011799,0.005039,"FIML-C V3",1,1,0,"SF",0,"2",1,500
0.01186,0.00501,"FIML-C V4",1,1,0,"SF",0,"2",1,500
0.013065,0.2313,"FIML-C V5",1,1,0,"SF",0,"2",1,500
0.01186,0.00501,"FIML-C V6",1,1,0,"SF",0,"2",1,500
0.01186,0.00501,"TS V0",1,1,0,"SF",0,"2",1,500
0.012216,0.004932,"TS V1",1,1,0,"SF",0,"2",1,500
0.01187,0.005018,"TS V2",1,1,0,"SF",0,"2",1,500
0.008005,0.007899,"FIML",1,2,0,"SF",0,"2",1,500
0.008005,0.007899,"FIML-C V0",1,2,0,"SF",0,"2",1,500
0.008166,0.00791,"FIML-C V1",1,2,0,"SF",0,"2",1,500
0.00805,0.008495,"FIML-C V2",1,2,0,"SF",0,"2",1,500
0.007981,0.0079,"FIML-C V3",1,2,0,"SF",0,"2",1,500
0.008005,0.007899,"FIML-C V4",1,2,0,"SF",0,"2",1,500
0.008753,0.237458,"FIML-C V5",1,2,0,"SF",0,"2",1,500
0.008005,0.007899,"FIML-C V6",1,2,0,"SF",0,"2",1,500
0.008005,0.007899,"TS V0",1,2,0,"SF",0,"2",1,500
0.00821,0.007917,"TS V1",1,2,0,"SF",0,"2",1,500
0.008009,0.007901,"TS V2",1,2,0,"SF",0,"2",1,500
0.00766,0.011258,"FIML",1,3,0,"SF",0,"2",1,500
0.00766,0.011258,"FIML-C V0",1,3,0,"SF",0,"2",1,500
0.007792,0.011262,"FIML-C V1",1,3,0,"SF",0,"2",1,500
0.007637,0.012142,"FIML-C V2",1,3,0,"SF",0,"2",1,500
0.007651,0.011258,"FIML-C V3",1,3,0,"SF",0,"2",1,500
0.00766,0.011258,"FIML-C V4",1,3,0,"SF",0,"2",1,500
0.008189,0.216397,"FIML-C V5",1,3,0,"SF",0,"2",1,500
0.00766,0.011258,"FIML-C V6",1,3,0,"SF",0,"2",1,500
0.00766,0.011258,"TS V0",1,3,0,"SF",0,"2",1,500
0.007814,0.01127,"TS V1",1,3,0,"SF",0,"2",1,500
0.007662,0.011259,"TS V2",1,3,0,"SF",0,"2",1,500
0.007645,0.012859,"FIML",1,4,0,"SF",0,"2",1,500
0.007645,0.012859,"FIML-C V0",1,4,0,"SF",0,"2",1,500
0.007746,0.012902,"FIML-C V1",1,4,0,"SF",0,"2",1,500
0.007648,0.013962,"FIML-C V2",1,4,0,"SF",0,"2",1,500
0.007646,0.012865,"FIML-C V3",1,4,0,"SF",0,"2",1,500
0.007645,0.012859,"FIML-C V4",1,4,0,"SF",0,"2",1,500
0.008352,0.217879,"FIML-C V5",1,4,0,"SF",0,"2",1,500
0.007645,0.012859,"FIML-C V6",1,4,0,"SF",0,"2",1,500
0.007645,0.012859,"TS V0",1,4,0,"SF",0,"2",1,500
0.00776,0.012908,"TS V1",1,4,0,"SF",0,"2",1,500
0.007653,0.012867,"TS V2",1,4,0,"SF",0,"2",1,500
0.013109,0.003368,"FIML",2,0,0,"SF",0,"2",1,500
0.013109,0.003368,"FIML-C V0",2,0,0,"SF",0,"2",1,500
0.012188,0.003062,"FIML-C V1",2,0,0,"SF",0,"2",1,500
0.012733,0.003856,"FIML-C V2",2,0,0,"SF",0,"2",1,500
0.013285,0.003423,"FIML-C V3",2,0,0,"SF",0,"2",1,500
0.013109,0.003368,"FIML-C V4",2,0,0,"SF",0,"2",1,500
0.010515,0.173705,"FIML-C V5",2,0,0,"SF",0,"2",1,500
0.013109,0.003368,"FIML-C V6",2,0,0,"SF",0,"2",1,500
0.013109,0.003368,"TS V0",2,0,0,"SF",0,"2",1,500
0.012034,0.003016,"TS V1",2,0,0,"SF",0,"2",1,500
0.013127,0.003375,"TS V2",2,0,0,"SF",0,"2",1,500
0.011367,0.00454,"FIML",2,1,0,"SF",0,"2",1,500
0.011367,0.00454,"FIML-C V0",2,1,0,"SF",0,"2",1,500
0.011775,0.004375,"FIML-C V1",2,1,0,"SF",0,"2",1,500
0.011531,0.005364,"FIML-C V2",2,1,0,"SF",0,"2",1,500
0.011315,0.00457,"FIML-C V3",2,1,0,"SF",0,"2",1,500
0.011367,0.00454,"FIML-C V4",2,1,0,"SF",0,"2",1,500
0.012629,0.241719,"FIML-C V5",2,1,0,"SF",0,"2",1,500
0.011367,0.00454,"FIML-C V6",2,1,0,"SF",0,"2",1,500
0.011367,0.00454,"TS V0",2,1,0,"SF",0,"2",1,500
0.011878,0.004365,"TS V1",2,1,0,"SF",0,"2",1,500
0.011405,0.004553,"TS V2",2,1,0,"SF",0,"2",1,500
0.007899,0.007614,"FIML",2,2,0,"SF",0,"2",1,500
0.007899,0.007614,"FIML-C V0",2,2,0,"SF",0,"2",1,500
0.008095,0.007567,"FIML-C V1",2,2,0,"SF",0,"2",1,500
0.007951,0.009451,"FIML-C V2",2,2,0,"SF",0,"2",1,500
0.00789,0.007629,"FIML-C V3",2,2,0,"SF",0,"2",1,500
0.007899,0.007614,"FIML-C V4",2,2,0,"SF",0,"2",1,500
0.008566,0.230419,"FIML-C V5",2,2,0,"SF",0,"2",1,500
0.007899,0.007614,"FIML-C V6",2,2,0,"SF",0,"2",1,500
0.007899,0.007614,"TS V0",2,2,0,"SF",0,"2",1,500
0.008133,0.007578,"TS V1",2,2,0,"SF",0,"2",1,500
0.007914,0.007629,"TS V2",2,2,0,"SF",0,"2",1,500
0.007158,0.010804,"FIML",2,3,0,"SF",0,"2",1,500
0.007158,0.010804,"FIML-C V0",2,3,0,"SF",0,"2",1,500
0.007374,0.010974,"FIML-C V1",2,3,0,"SF",0,"2",1,500
0.007229,0.013588,"FIML-C V2",2,3,0,"SF",0,"2",1,500
0.007153,0.010808,"FIML-C V3",2,3,0,"SF",0,"2",1,500
0.007158,0.010804,"FIML-C V4",2,3,0,"SF",0,"2",1,500
0.012396,0.217588,"FIML-C V5",2,3,0,"SF",0,"2",1,500
0.007158,0.010804,"FIML-C V6",2,3,0,"SF",0,"2",1,500
0.007158,0.010804,"TS V0",2,3,0,"SF",0,"2",1,500
0.007394,0.01099,"TS V1",2,3,0,"SF",0,"2",1,500
0.007164,0.010811,"TS V2",2,3,0,"SF",0,"2",1,500
0.007761,0.014225,"FIML",2,4,0,"SF",0,"2",1,500
0.007761,0.014225,"FIML-C V0",2,4,0,"SF",0,"2",1,500
0.007949,0.014466,"FIML-C V1",2,4,0,"SF",0,"2",1,500
0.007917,0.019163,"FIML-C V2",2,4,0,"SF",0,"2",1,500
0.007757,0.014223,"FIML-C V3",2,4,0,"SF",0,"2",1,500
0.007761,0.014225,"FIML-C V4",2,4,0,"SF",0,"2",1,500
0.008778,0.218059,"FIML-C V5",2,4,0,"SF",0,"2",1,500
0.007761,0.014225,"FIML-C V6",2,4,0,"SF",0,"2",1,500
0.007761,0.014225,"TS V0",2,4,0,"SF",0,"2",1,500
0.007962,0.014483,"TS V1",2,4,0,"SF",0,"2",1,500
0.007764,0.014227,"TS V2",2,4,0,"SF",0,"2",1,500
0.008713,0.001781,"FIML",0,0,0,"SF",0,"2",1,1000
