"rmsea","cfi","version","fac.corr","mech","pattern","per.miss","num.var.miss","samp"
0.029106,0.114137,"FIML-C V4",0.5,"Weak MAR","min",50,6,200
0.124039,0.358496,"FIML-C V5",0.5,"Weak MAR","min",50,6,200
0.021968,0.078816,"FIML-C V6",0.5,"Weak MAR","min",50,6,200
0.022049,0.073164,"TS V0",0.5,"Weak MAR","min",50,6,200
0.026378,0.085878,"TS V1",0.5,"Weak MAR","min",50,6,200
0.019979,0.069008,"TS V2",0.5,"Weak MAR","min",50,6,200
0.052054,0.123605,"FIML",0.4,"Weak MAR","min",50,6,200
0.02415,0.083954,"FIML-C V0",0.4,"Weak MAR","min",50,6,200
0.033005,0.108826,"FIML-C V1",0.4,"Weak MAR","min",50,6,200
0.034695,0.075193,"FIML-C V2",0.4,"Weak MAR","min",50,6,200
0.019978,0.078088,"FIML-C V3",0.4,"Weak MAR","min",50,6,200
0.036978,0.126222,"FIML-C V4",0.4,"Weak MAR","min",50,6,200
0.191659,0.376228,"FIML-C V5",0.4,"Weak MAR","min",50,6,200
0.019963,0.0781,"FIML-C V6",0.4,"Weak MAR","min",50,6,200
0.01911,0.068678,"TS V0",0.4,"Weak MAR","min",50,6,200
0.026518,0.095073,"TS V1",0.4,"Weak MAR","min",50,6,200
0.018655,0.071017,"TS V2",0.4,"Weak MAR","min",50,6,200
0.057547,0.152984,"FIML",0.3,"Weak MAR","min",50,6,200
0.021881,0.073818,"FIML-C V0",0.3,"Weak MAR","min",50,6,200
0.032819,0.111216,"FIML-C V1",0.3,"Weak MAR","min",50,6,200
0.040733,0.084907,"FIML-C V2",0.3,"Weak MAR","min",50,6,200
0.01935,0.073459,"FIML-C V3",0.3,"Weak MAR","min",50,6,200
0.033929,0.120798,"FIML-C V4",0.3,"Weak MAR","min",50,6,200
0.19028,0.378485,"FIML-C V5",0.3,"Weak MAR","min",50,6,200
0.019371,0.07363,"FIML-C V6",0.3,"Weak MAR","min",50,6,200
0.018472,0.067673,"TS V0",0.3,"Weak MAR","min",50,6,200
0.02748,0.098041,"TS V1",0.3,"Weak MAR","min",50,6,200
0.019397,0.075035,"TS V2",0.3,"Weak MAR","min",50,6,200
0.059586,0.169277,"FIML",0.2,"Weak MAR","min",50,6,200
0.021555,0.066615,"FIML-C V0",0.2,"Weak MAR","min",50,6,200
0.030664,0.108637,"FIML-C V1",0.2,"Weak MAR","min",50,6,200
0.044418,0.096294,"FIML-C V2",0.2,"Weak MAR","min",50,6,200
0.018879,0.067219,"FIML-C V3",0.2,"Weak MAR","min",50,6,200
0.039395,0.127616,"FIML-C V4",0.2,"Weak MAR","min",50,6,200
0.193742,0.386962,"FIML-C V5",0.2,"Weak MAR","min",50,6,200
0.018926,0.067558,"FIML-C V6",0.2,"Weak MAR","min",50,6,200
0.019347,0.066285,"TS V0",0.2,"Weak MAR","min",50,6,200
0.026155,0.097458,"TS V1",0.2,"Weak MAR","min",50,6,200
0.019263,0.07297,"TS V2",0.2,"Weak MAR","min",50,6,200
0.021046,0.007503,"FIML",1,"Weak MAR","max",0,2,200
0.021046,0.007503,"FIML-C V0",1,"Weak MAR","max",0,2,200
0.016831,0.005363,"FIML-C V1",1,"Weak MAR","max",0,2,200
0.019694,0.034398,"FIML-C V2",1,"Weak MAR","max",0,2,200
0.021763,0.007859,"FIML-C V3",1,"Weak MAR","max",0,2,200
0.021046,0.007503,"FIML-C V4",1,"Weak MAR","max",0,2,200
0.007502,0.148342,"FIML-C V5",1,"Weak MAR","max",0,2,200
0.021046,0.007503,"FIML-C V6",1,"Weak MAR","max",0,2,200
0.021046,0.007503,"TS V0",1,"Weak MAR","max",0,2,200
0.016178,0.005112,"TS V1",1,"Weak MAR","max",0,2,200
0.021131,0.007575,"TS V2",1,"Weak MAR","max",0,2,200
0.016678,0.014275,"FIML",0.9,"Weak MAR","max",0,2,200
0.016678,0.014275,"FIML-C V0",0.9,"Weak MAR","max",0,2,200
0.019201,0.013244,"FIML-C V1",0.9,"Weak MAR","max",0,2,200
0.017334,0.029864,"FIML-C V2",0.9,"Weak MAR","max",0,2,200
0.016535,0.014474,"FIML-C V3",0.9,"Weak MAR","max",0,2,200
0.016678,0.014275,"FIML-C V4",0.9,"Weak MAR","max",0,2,200
0.025917,0.286028,"FIML-C V5",0.9,"Weak MAR","max",0,2,200
0.016678,0.014275,"FIML-C V6",0.9,"Weak MAR","max",0,2,200
0.016678,0.014275,"TS V0",0.9,"Weak MAR","max",0,2,200
0.019736,0.013309,"TS V1",0.9,"Weak MAR","max",0,2,200
0.016851,0.014385,"TS V2",0.9,"Weak MAR","max",0,2,200
0.013409,0.022803,"FIML",0.8,"Weak MAR","max",0,2,200
0.013409,0.022803,"FIML-C V0",0.8,"Weak MAR","max",0,2,200
0.014506,0.022849,"FIML-C V1",0.8,"Weak MAR","max",0,2,200
0.013433,0.050306,"FIML-C V2",0.8,"Weak MAR","max",0,2,200
0.013343,0.022835,"FIML-C V3",0.8,"Weak MAR","max",0,2,200
0.013409,0.022803,"FIML-C V4",0.8,"Weak MAR","max",0,2,200
0.021064,0.348858,"FIML-C V5",0.8,"Weak MAR","max",0,2,200
0.013409,0.022803,"FIML-C V6",0.8,"Weak MAR","max",0,2,200
0.013409,0.022803,"TS V0",0.8,"Weak MAR","max",0,2,200
0.014746,0.023054,"TS V1",0.8,"Weak MAR","max",0,2,200
0.01341,0.02281,"TS V2",0.8,"Weak MAR","max",0,2,200
0.013392,0.03204,"FIML",0.7,"Weak MAR","max",0,2,200
0.013392,0.03204,"FIML-C V0",0.7,"Weak MAR","max",0,2,200
0.014816,0.033171,"FIML-C V1",0.7,"Weak MAR","max",0,2,200
0.013912,0.06177,"FIML-C V2",0.7,"Weak MAR","max",0,2,200
0.013381,0.032081,"FIML-C V3",0.7,"Weak MAR","max",0,2,200
0.013392,0.03204,"FIML-C V4",0.7,"Weak MAR","max",0,2,200
0.026807,0.314954,"FIML-C V5",0.7,"Weak MAR","max",0,2,200
0.013392,0.03204,"FIML-C V6",0.7,"Weak MAR","max",0,2,200
0.013392,0.03204,"TS V0",0.7,"Weak MAR","max",0,2,200
0.015,0.03339,"TS V1",0.7,"Weak MAR","max",0,2,200
0.013427,0.032076,"TS V2",0.7,"Weak MAR","max",0,2,200
0.013572,0.040852,"FIML",0.6,"Weak MAR","max",0,2,200
0.013571,0.040852,"FIML-C V0",0.6,"Weak MAR","max",0,2,200
0.015252,0.043341,"FIML-C V1",0.6,"Weak MAR","max",0,2,200
0.014989,0.064413,"FIML-C V2",0.6,"Weak MAR","max",0,2,200
0.013544,0.040877,"FIML-C V3",0.6,"Weak MAR","max",0,2,200
0.013571,0.040852,"FIML-C V4",0.6,"Weak MAR","max",0,2,200
0.034556,0.312587,"FIML-C V5",0.6,"Weak MAR","max",0,2,200
0.013571,0.040852,"FIML-C V6",0.6,"Weak MAR","max",0,2,200
0.013572,0.040852,"TS V0",0.6,"Weak MAR","max",0,2,200
0.015404,0.043543,"TS V1",0.6,"Weak MAR","max",0,2,200
0.013574,0.040888,"TS V2",0.6,"Weak MAR","max",0,2,200
0.013286,0.046935,"FIML",0.5,"Weak MAR","max",0,2,200
0.013286,0.046935,"FIML-C V0",0.5,"Weak MAR","max",0,2,200
0.015688,0.051739,"FIML-C V1",0.5,"Weak MAR","max",0,2,200
0.017228,0.052588,"FIML-C V2",0.5,"Weak MAR","max",0,2,200
0.013249,0.046881,"FIML-C V3",0.5,"Weak MAR","max",0,2,200
0.013286,0.046935,"FIML-C V4",0.5,"Weak MAR","max",0,2,200
0.055191,0.335801,"FIML-C V5",0.5,"Weak MAR","max",0,2,200
0.013286,0.046935,"FIML-C V6",0.5,"Weak MAR","max",0,2,200
0.013286,0.046935,"TS V0",0.5,"Weak MAR","max",0,2,200
0.015837,0.051953,"TS V1",0.5,"Weak MAR","max",0,2,200
0.013285,0.046931,"TS V2",0.5,"Weak MAR","max",0,2,200
0.014238,0.051163,"FIML",0.4,"Weak MAR","max",0,2,200
0.014238,0.051163,"FIML-C V0",0.4,"Weak MAR","max",0,2,200
0.017125,0.057568,"FIML-C V1",0.4,"Weak MAR","max",0,2,200
0.021451,0.042098,"FIML-C V2",0.4,"Weak MAR","max",0,2,200
0.014175,0.051038,"FIML-C V3",0.4,"Weak MAR","max",0,2,200
0.014238,0.051163,"FIML-C V4",0.4,"Weak MAR","max",0,2,200
0.083738,0.329011,"FIML-C V5",0.4,"Weak MAR","max",0,2,200
0.014238,0.051163,"FIML-C V6",0.4,"Weak MAR","max",0,2,200
0.014238,0.051163,"TS V0",0.4,"Weak MAR","max",0,2,200
0.017267,0.0578,"TS V1",0.4,"Weak MAR","max",0,2,200
0.014228,0.051161,"TS V2",0.4,"Weak MAR","max",0,2,200
0.014266,0.053945,"FIML",0.3,"Weak MAR","max",0,2,200
0.014266,0.053945,"FIML-C V0",0.3,"Weak MAR","max",0,2,200
0.017196,0.0587,"FIML-C V1",0.3,"Weak MAR","max",0,2,200
0.02388,0.044626,"FIML-C V2",0.3,"Weak MAR","max",0,2,200
0.014222,0.053808,"FIML-C V3",0.3,"Weak MAR","max",0,2,200
0.014266,0.053945,"FIML-C V4",0.3,"Weak MAR","max",0,2,200
0.131041,0.351042,"FIML-C V5",0.3,"Weak MAR","max",0,2,200
0.014266,0.053945,"FIML-C V6",0.3,"Weak MAR","max",0,2,200
0.014266,0.053945,"TS V0",0.3,"Weak MAR","max",0,2,200
0.017327,0.058902,"TS V1",0.3,"Weak MAR","max",0,2,200
0.014277,0.053954,"TS V2",0.3,"Weak MAR","max",0,2,200
0.014209,0.054854,"FIML",0.2,"Weak MAR","max",0,2,200
0.014209,0.054854,"FIML-C V0",0.2,"Weak MAR","max",0,2,200
0.016584,0.058694,"FIML-C V1",0.2,"Weak MAR","max",0,2,200
0.023308,0.048914,"FIML-C V2",0.2,"Weak MAR","max",0,2,200
0.014171,0.054724,"FIML-C V3",0.2,"Weak MAR","max",0,2,200
0.014209,0.054854,"FIML-C V4",0.2,"Weak MAR","max",0,2,200
0.135377,0.350774,"FIML-C V5",0.2,"Weak MAR","max",0,2,200
0.014209,0.054854,"FIML-C V6",0.2,"Weak MAR","max",0,2,200
0.014209,0.054854,"TS V0",0.2,"Weak MAR","max",0,2,200
0.016693,0.058833,"TS V1",0.2,"Weak MAR","max",0,2,200
0.014209,0.054835,"TS V2",0.2,"Weak MAR","max",0,2,200
0.022633,0.00937,"FIML",1,"Weak MAR","max",20,2,200
0.039666,0.01937,"FIML-C V0",1,"Weak MAR","max",20,2,200
0.02244,0.0088,"FIML-C V1",1,"Weak MAR","max",20,2,200
0.025916,0.019509,"FIML-C V2",1,"Weak MAR","max",20,2,200
0.027262,0.011871,"FIML-C V3",1,"Weak MAR","max",20,2,200
0.026976,0.011668,"FIML-C V4",1,"Weak MAR","max",20,2,200
0.014316,0.131851,"FIML-C V5",1,"Weak MAR","max",20,2,200
0.026436,0.011443,"FIML-C V6",1,"Weak MAR","max",20,2,200
0.039047,0.018985,"TS V0",1,"Weak MAR","max",20,2,200
0.022154,0.00861,"TS V1",1,"Weak MAR","max",20,2,200
0.026562,0.011515,"TS V2",1,"Weak MAR","max",20,2,200
0.017704,0.015375,"FIML",0.9,"Weak MAR","max",20,2,200
0.020033,0.023105,"FIML-C V0",0.9,"Weak MAR","max",20,2,200
0.021965,0.015747,"FIML-C V1",0.9,"Weak MAR","max",20,2,200
0.020421,0.032479,"FIML-C V2",0.9,"Weak MAR","max",20,2,200
0.019942,0.017772,"FIML-C V3",0.9,"Weak MAR","max",20,2,200
0.020194,0.047269,"FIML-C V4",0.9,"Weak MAR","max",20,2,200
0.030226,0.272522,"FIML-C V5",0.9,"Weak MAR","max",20,2,200
0.020148,0.017512,"FIML-C V6",0.9,"Weak MAR","max",20,2,200
0.019691,0.022681,"TS V0",0.9,"Weak MAR","max",20,2,200
0.022116,0.015585,"TS V1",0.9,"Weak MAR","max",20,2,200
0.020029,0.017522,"TS V2",0.9,"Weak MAR","max",20,2,200
0.014034,0.023821,"FIML",0.8,"Weak MAR","max",20,2,200
0.016062,0.030547,"FIML-C V0",0.8,"Weak MAR","max",20,2,200
0.015825,0.025381,"FIML-C V1",0.8,"Weak MAR","max",20,2,200
0.014762,0.049951,"FIML-C V2",0.8,"Weak MAR","max",20,2,200
0.015065,0.026499,"FIML-C V3",0.8,"Weak MAR","max",20,2,200
0.015436,0.077307,"FIML-C V4",0.8,"Weak MAR","max",20,2,200
0.024758,0.334283,"FIML-C V5",0.8,"Weak MAR","max",20,2,200
0.015129,0.026392,"FIML-C V6",0.8,"Weak MAR","max",20,2,200
0.015655,0.029816,"TS V0",0.8,"Weak MAR","max",20,2,200
0.015945,0.025288,"TS V1",0.8,"Weak MAR","max",20,2,200
0.014963,0.026062,"TS V2",0.8,"Weak MAR","max",20,2,200
0.015183,0.033151,"FIML",0.7,"Weak MAR","max",20,2,200
0.01538,0.03826,"FIML-C V0",0.7,"Weak MAR","max",20,2,200
0.016043,0.036113,"FIML-C V1",0.7,"Weak MAR","max",20,2,200
0.014826,0.06105,"FIML-C V2",0.7,"Weak MAR","max",20,2,200
0.015008,0.035847,"FIML-C V3",0.7,"Weak MAR","max",20,2,200
0.015294,0.055385,"FIML-C V4",0.7,"Weak MAR","max",20,2,200
0.032553,0.332748,"FIML-C V5",0.7,"Weak MAR","max",20,2,200
0.015042,0.035779,"FIML-C V6",0.7,"Weak MAR","max",20,2,200
0.014951,0.037149,"TS V0",0.7,"Weak MAR","max",20,2,200
0.016192,0.036034,"TS V1",0.7,"Weak MAR","max",20,2,200
0.014862,0.035155,"TS V2",0.7,"Weak MAR","max",20,2,200
0.015746,0.041079,"FIML",0.6,"Weak MAR","max",20,2,200
0.015147,0.045369,"FIML-C V0",0.6,"Weak MAR","max",20,2,200
0.015746,0.04591,"FIML-C V1",0.6,"Weak MAR","max",20,2,200
0.014868,0.064277,"FIML-C V2",0.6,"Weak MAR","max",20,2,200
0.014724,0.043813,"FIML-C V3",0.6,"Weak MAR","max",20,2,200
0.015081,0.072265,"FIML-C V4",0.6,"Weak MAR","max",20,2,200
0.042007,0.313432,"FIML-C V5",0.6,"Weak MAR","max",20,2,200
0.01472,0.04374,"FIML-C V6",0.6,"Weak MAR","max",20,2,200
0.0146,0.043653,"TS V0",0.6,"Weak MAR","max",20,2,200
0.015958,0.045695,"TS V1",0.6,"Weak MAR","max",20,2,200
0.014491,0.042696,"TS V2",0.6,"Weak MAR","max",20,2,200
0.01728,0.049601,"FIML",0.5,"Weak MAR","max",20,2,200
0.015748,0.053534,"FIML-C V0",0.5,"Weak MAR","max",20,2,200
0.017181,0.05743,"FIML-C V1",0.5,"Weak MAR","max",20,2,200
0.01708,0.059737,"FIML-C V2",0.5,"Weak MAR","max",20,2,200
0.015625,0.052888,"FIML-C V3",0.5,"Weak MAR","max",20,2,200
0.022739,0.096447,"FIML-C V4",0.5,"Weak MAR","max",20,2,200
0.076136,0.338252,"FIML-C V5",0.5,"Weak MAR","max",20,2,200
0.015609,0.052811,"FIML-C V6",0.5,"Weak MAR","max",20,2,200
0.014918,0.050194,"TS V0",0.5,"Weak MAR","max",20,2,200
0.017276,0.055419,"TS V1",0.5,"Weak MAR","max",20,2,200
0.015167,0.050403,"TS V2",0.5,"Weak MAR","max",20,2,200
0.018673,0.055223,"FIML",0.4,"Weak MAR","max",20,2,200
0.014612,0.054209,"FIML-C V0",0.4,"Weak MAR","max",20,2,200
0.016849,0.062569,"FIML-C V1",0.4,"Weak MAR","max",20,2,200
0.018853,0.050836,"FIML-C V2",0.4,"Weak MAR","max",20,2,200
0.014713,0.054882,"FIML-C V3",0.4,"Weak MAR","max",20,2,200
0.018454,0.080669,"FIML-C V4",0.4,"Weak MAR","max",20,2,200
0.10416,0.350024,"FIML-C V5",0.4,"Weak MAR","max",20,2,200
0.014766,0.055033,"FIML-C V6",0.4,"Weak MAR","max",20,2,200
0.013911,0.050819,"TS V0",0.4,"Weak MAR","max",20,2,200
0.017319,0.060541,"TS V1",0.4,"Weak MAR","max",20,2,200
0.01449,0.05272,"TS V2",0.4,"Weak MAR","max",20,2,200
0.020424,0.06085,"FIML",0.3,"Weak MAR","max",20,2,200
0.014432,0.054917,"FIML-C V0",0.3,"Weak MAR","max",20,2,200
0.016712,0.064165,"FIML-C V1",0.3,"Weak MAR","max",20,2,200
0.020373,0.051474,"FIML-C V2",0.3,"Weak MAR","max",20,2,200
0.01466,0.056056,"FIML-C V3",0.3,"Weak MAR","max",20,2,200
0.016618,0.084382,"FIML-C V4",0.3,"Weak MAR","max",20,2,200
0.119341,0.360628,"FIML-C V5",0.3,"Weak MAR","max",20,2,200
0.014691,0.056159,"FIML-C V6",0.3,"Weak MAR","max",20,2,200
0.014077,0.052903,"TS V0",0.3,"Weak MAR","max",20,2,200
0.018023,0.063866,"TS V1",0.3,"Weak MAR","max",20,2,200
0.014896,0.055651,"TS V2",0.3,"Weak MAR","max",20,2,200
0.022052,0.066132,"FIML",0.2,"Weak MAR","max",20,2,200
0.014195,0.051939,"FIML-C V0",0.2,"Weak MAR","max",20,2,200
0.016028,0.060034,"FIML-C V1",0.2,"Weak MAR","max",20,2,200
0.019693,0.049438,"FIML-C V2",0.2,"Weak MAR","max",20,2,200
0.01437,0.053001,"FIML-C V3",0.2,"Weak MAR","max",20,2,200
0.02049,0.098497,"FIML-C V4",0.2,"Weak MAR","max",20,2,200
0.165239,0.366694,"FIML-C V5",0.2,"Weak MAR","max",20,2,200
0.014402,0.053069,"FIML-C V6",0.2,"Weak MAR","max",20,2,200
0.014102,0.05323,"TS V0",0.2,"Weak MAR","max",20,2,200
0.017219,0.062692,"TS V1",0.2,"Weak MAR","max",20,2,200
0.01475,0.055552,"TS V2",0.2,"Weak MAR","max",20,2,200
0.023036,0.009885,"FIML",1,"Weak MAR","max",50,2,200
0.053308,0.031393,"FIML-C V0",1,"Weak MAR","max",50,2,200
0.027962,0.013347,"FIML-C V1",1,"Weak MAR","max",50,2,200
0.031826,0.028178,"FIML-C V2",1,"Weak MAR","max",50,2,200
0.031794,0.016116,"FIML-C V3",1,"Weak MAR","max",50,2,200
0.032978,0.053667,"FIML-C V4",1,"Weak MAR","max",50,2,200
0.015313,0.127343,"FIML-C V5",1,"Weak MAR","max",50,2,200
0.030722,0.015481,"FIML-C V6",1,"Weak MAR","max",50,2,200
0.051983,0.030517,"TS V0",1,"Weak MAR","max",50,2,200
0.028278,0.013483,"TS V1",1,"Weak MAR","max",50,2,200
0.031141,0.015874,"TS V2",1,"Weak MAR","max",50,2,200
0.017763,0.014668,"FIML",0.9,"Weak MAR","max",50,2,200
0.028268,0.035202,"FIML-C V0",0.9,"Weak MAR","max",50,2,200
0.023944,0.01854,"FIML-C V1",0.9,"Weak MAR","max",50,2,200
0.023124,0.040226,"FIML-C V2",0.9,"Weak MAR","max",50,2,200
0.023082,0.021159,"FIML-C V3",0.9,"Weak MAR","max",50,2,200
0.02362,0.049343,"FIML-C V4",0.9,"Weak MAR","max",50,2,200
0.033581,0.24807,"FIML-C V5",0.9,"Weak MAR","max",50,2,200
0.022968,0.020681,"FIML-C V6",0.9,"Weak MAR","max",50,2,200
0.027153,0.034094,"TS V0",0.9,"Weak MAR","max",50,2,200
0.023846,0.018383,"TS V1",0.9,"Weak MAR","max",50,2,200
0.0228,0.020771,"TS V2",0.9,"Weak MAR","max",50,2,200
0.015124,0.02422,"FIML",0.8,"Weak MAR","max",50,2,200
0.021698,0.041058,"FIML-C V0",0.8,"Weak MAR","max",50,2,200
0.018598,0.02945,"FIML-C V1",0.8,"Weak MAR","max",50,2,200
0.017436,0.057984,"FIML-C V2",0.8,"Weak MAR","max",50,2,200
0.017723,0.030622,"FIML-C V3",0.8,"Weak MAR","max",50,2,200
0.018883,0.061581,"FIML-C V4",0.8,"Weak MAR","max",50,2,200
0.058555,0.329678,"FIML-C V5",0.8,"Weak MAR","max",50,2,200
0.017857,0.030483,"FIML-C V6",0.8,"Weak MAR","max",50,2,200
0.020531,0.039342,"TS V0",0.8,"Weak MAR","max",50,2,200
0.018484,0.028843,"TS V1",0.8,"Weak MAR","max",50,2,200
0.017351,0.029794,"TS V2",0.8,"Weak MAR","max",50,2,200
0.015915,0.034193,"FIML",0.7,"Weak MAR","max",50,2,200
0.019942,0.049283,"FIML-C V0",0.7,"Weak MAR","max",50,2,200
0.01676,0.040173,"FIML-C V1",0.7,"Weak MAR","max",50,2,200
0.01568,0.070701,"FIML-C V2",0.7,"Weak MAR","max",50,2,200
0.016691,0.04081,"FIML-C V3",0.7,"Weak MAR","max",50,2,200
0.018511,0.072605,"FIML-C V4",0.7,"Weak MAR","max",50,2,200
0.040295,0.319812,"FIML-C V5",0.7,"Weak MAR","max",50,2,200
0.016626,0.040558,"FIML-C V6",0.7,"Weak MAR","max",50,2,200
0.018547,0.046247,"TS V0",0.7,"Weak MAR","max",50,2,200
0.016599,0.038788,"TS V1",0.7,"Weak MAR","max",50,2,200
0.01611,0.038986,"TS V2",0.7,"Weak MAR","max",50,2,200
0.017281,0.041361,"FIML",0.6,"Weak MAR","max",50,2,200
0.018704,0.053863,"FIML-C V0",0.6,"Weak MAR","max",50,2,200
0.016321,0.049105,"FIML-C V1",0.6,"Weak MAR","max",50,2,200
0.014977,0.072005,"FIML-C V2",0.6,"Weak MAR","max",50,2,200
0.015985,0.047189,"FIML-C V3",0.6,"Weak MAR","max",50,2,200
0.017931,0.082433,"FIML-C V4",0.6,"Weak MAR","max",50,2,200
0.120693,0.314082,"FIML-C V5",0.6,"Weak MAR","max",50,2,200
0.015939,0.047006,"FIML-C V6",0.6,"Weak MAR","max",50,2,200
0.016911,0.04897,"TS V0",0.6,"Weak MAR","max",50,2,200
0.016146,0.046729,"TS V1",0.6,"Weak MAR","max",50,2,200
0.015186,0.044253,"TS V2",0.6,"Weak MAR","max",50,2,200
0.02022,0.050182,"FIML",0.5,"Weak MAR","max",50,2,200
0.017339,0.057369,"FIML-C V0",0.5,"Weak MAR","max",50,2,200
0.017037,0.059086,"FIML-C V1",0.5,"Weak MAR","max",50,2,200
0.016471,0.065021,"FIML-C V2",0.5,"Weak MAR","max",50,2,200
0.015868,0.053657,"FIML-C V3",0.5,"Weak MAR","max",50,2,200
0.022132,0.097458,"FIML-C V4",0.5,"Weak MAR","max",50,2,200
0.17568,0.330253,"FIML-C V5",0.5,"Weak MAR","max",50,2,200
0.015881,0.053619,"FIML-C V6",0.5,"Weak MAR","max",50,2,200
0.015425,0.050706,"TS V0",0.5,"Weak MAR","max",50,2,200
0.01727,0.055576,"TS V1",0.5,"Weak MAR","max",50,2,200
0.015189,0.049776,"TS V2",0.5,"Weak MAR","max",50,2,200
0.022571,0.058034,"FIML",0.4,"Weak MAR","max",50,2,200
0.017107,0.059165,"FIML-C V0",0.4,"Weak MAR","max",50,2,200
0.01716,0.065708,"FIML-C V1",0.4,"Weak MAR","max",50,2,200
0.017519,0.061618,"FIML-C V2",0.4,"Weak MAR","max",50,2,200
0.015773,0.056706,"FIML-C V3",0.4,"Weak MAR","max",50,2,200
0.028917,0.093828,"FIML-C V4",0.4,"Weak MAR","max",50,2,200
0.128273,0.358356,"FIML-C V5",0.4,"Weak MAR","max",50,2,200
0.015778,0.056749,"FIML-C V6",0.4,"Weak MAR","max",50,2,200
0.01425,0.048624,"TS V0",0.4,"Weak MAR","max",50,2,200
0.017056,0.058511,"TS V1",0.4,"Weak MAR","max",50,2,200
0.014508,0.050373,"TS V2",0.4,"Weak MAR","max",50,2,200
0.026126,0.071093,"FIML",0.3,"Weak MAR","max",50,2,200
0.016519,0.05753,"FIML-C V0",0.3,"Weak MAR","max",50,2,200
0.017132,0.067316,"FIML-C V1",0.3,"Weak MAR","max",50,2,200
0.018696,0.056905,"FIML-C V2",0.3,"Weak MAR","max",50,2,200
0.015793,0.057199,"FIML-C V3",0.3,"Weak MAR","max",50,2,200
0.029617,0.097473,"FIML-C V4",0.3,"Weak MAR","max",50,2,200
0.115916,0.358672,"FIML-C V5",0.3,"Weak MAR","max",50,2,200
0.015803,0.057271,"FIML-C V6",0.3,"Weak MAR","max",50,2,200
0.014862,0.052863,"TS V0",0.3,"Weak MAR","max",50,2,200
0.018563,0.067557,"TS V1",0.3,"Weak MAR","max",50,2,200
0.015704,0.056829,"TS V2",0.3,"Weak MAR","max",50,2,200
0.027656,0.079684,"FIML",0.2,"Weak MAR","max",50,2,200
0.016353,0.055241,"FIML-C V0",0.2,"Weak MAR","max",50,2,200
0.016594,0.06514,"FIML-C V1",0.2,"Weak MAR","max",50,2,200
0.018143,0.054643,"FIML-C V2",0.2,"Weak MAR","max",50,2,200
0.015519,0.055365,"FIML-C V3",0.2,"Weak MAR","max",50,2,200
0.02971,0.104273,"FIML-C V4",0.2,"Weak MAR","max",50,2,200
0.162646,0.365045,"FIML-C V5",0.2,"Weak MAR","max",50,2,200
0.015517,0.05541,"FIML-C V6",0.2,"Weak MAR","max",50,2,200
0.015593,0.055004,"TS V0",0.2,"Weak MAR","max",50,2,200
0.017905,0.068289,"TS V1",0.2,"Weak MAR","max",50,2,200
0.015822,0.057986,"TS V2",0.2,"Weak MAR","max",50,2,200
0.021046,0.007503,"FIML",1,"Weak MAR","max",0,4,200
0.021046,0.007503,"FIML-C V0",1,"Weak MAR","max",0,4,200
0.016831,0.005363,"FIML-C V1",1,"Weak MAR","max",0,4,200
0.019694,0.034398,"FIML-C V2",1,"Weak MAR","max",0,4,200
0.021763,0.007859,"FIML-C V3",1,"Weak MAR","max",0,4,200
0.021046,0.007503,"FIML-C V4",1,"Weak MAR","max",0,4,200
0.007502,0.148342,"FIML-C V5",1,"Weak MAR","max",0,4,200
0.021046,0.007503,"FIML-C V6",1,"Weak MAR","max",0,4,200
0.021046,0.007503,"TS V0",1,"Weak MAR","max",0,4,200
0.016178,0.005112,"TS V1",1,"Weak MAR","max",0,4,200
0.021131,0.007575,"TS V2",1,"Weak MAR","max",0,4,200
0.016678,0.014275,"FIML",0.9,"Weak MAR","max",0,4,200
0.016678,0.014275,"FIML-C V0",0.9,"Weak MAR","max",0,4,200
0.019201,0.013244,"FIML-C V1",0.9,"Weak MAR","max",0,4,200
0.017334,0.029864,"FIML-C V2",0.9,"Weak MAR","max",0,4,200
0.016535,0.014474,"FIML-C V3",0.9,"Weak MAR","max",0,4,200
0.016678,0.014275,"FIML-C V4",0.9,"Weak MAR","max",0,4,200
0.025917,0.286028,"FIML-C V5",0.9,"Weak MAR","max",0,4,200
0.016678,0.014275,"FIML-C V6",0.9,"Weak MAR","max",0,4,200
0.016678,0.014275,"TS V0",0.9,"Weak MAR","max",0,4,200
0.019736,0.013309,"TS V1",0.9,"Weak MAR","max",0,4,200
0.016851,0.014385,"TS V2",0.9,"Weak MAR","max",0,4,200
0.013409,0.022803,"FIML",0.8,"Weak MAR","max",0,4,200
0.013409,0.022803,"FIML-C V0",0.8,"Weak MAR","max",0,4,200
0.014506,0.022849,"FIML-C V1",0.8,"Weak MAR","max",0,4,200
0.013433,0.050306,"FIML-C V2",0.8,"Weak MAR","max",0,4,200
0.013343,0.022835,"FIML-C V3",0.8,"Weak MAR","max",0,4,200
0.013409,0.022803,"FIML-C V4",0.8,"Weak MAR","max",0,4,200
0.021064,0.348858,"FIML-C V5",0.8,"Weak MAR","max",0,4,200
0.013409,0.022803,"FIML-C V6",0.8,"Weak MAR","max",0,4,200
0.013409,0.022803,"TS V0",0.8,"Weak MAR","max",0,4,200
0.014746,0.023054,"TS V1",0.8,"Weak MAR","max",0,4,200
0.01341,0.02281,"TS V2",0.8,"Weak MAR","max",0,4,200
0.013392,0.03204,"FIML",0.7,"Weak MAR","max",0,4,200
0.013392,0.03204,"FIML-C V0",0.7,"Weak MAR","max",0,4,200
